Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Cruzer,2020-07-03 21:22:42,00:00:40,,The Big Bang Theory: Season 1: The Grasshopper Experiment (Episode 8),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:19:48,Not latest view,NZ (New Zealand)
Cruzer,2020-07-03 09:42:32,00:21:10,Autoplayed: user action: None; ,Friends: Season 1: The One Where the Monkey Gets Away (Episode 19),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:52,Not latest view,NZ (New Zealand)
Cruzer,2020-07-03 09:19:38,00:21:57,,Friends: Season 1: The One with All the Poker (Episode 18),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:22:39,Not latest view,NZ (New Zealand)
Cruzer,2020-07-02 08:42:04,00:16:54,,Friends: Season 1: The One with the Two Parts: Part 2 (Episode 17),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:22:05,Not latest view,NZ (New Zealand)
Cruzer,2020-07-02 08:16:35,00:20:59,Autoplayed: user action: None; ,New Girl: Season 4: Spiderhunt (Episode 17),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:09,Not latest view,NZ (New Zealand)
Cruzer,2020-07-02 08:00:05,00:16:16,,New Girl: Season 4: Oregon (Episode 16),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:48,00:21:48,NZ (New Zealand)
Cruzer,2020-07-02 07:24:51,00:03:21,Autoplayed: user action: None; ,New Girl: Season 4: Oregon (Episode 16),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:03:21,Not latest view,NZ (New Zealand)
Cruzer,2020-07-02 07:11:09,00:12:36,,New Girl: Season 4: The Crawl (Episode 15),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:48,00:21:48,NZ (New Zealand)
Cruzer,2020-07-02 06:05:41,00:09:21,Autoplayed: user action: None; ,New Girl: Season 4: The Crawl (Episode 15),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:09:21,Not latest view,NZ (New Zealand)
Cruzer,2020-07-02 05:45:13,00:20:19,Autoplayed: user action: None; ,New Girl: Season 4: Swuit (Episode 14),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:39,00:21:39,NZ (New Zealand)
Cruzer,2020-07-02 05:27:14,00:17:40,,New Girl: Season 4: Coming Out (Episode 13),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:47,00:21:47,NZ (New Zealand)
Cruzer,2020-07-01 08:43:22,00:07:49,,New Girl: Season 4: Coming Out (Episode 13),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:07:49,Not latest view,NZ (New Zealand)
Cruzer,2020-07-01 08:21:22,00:21:56,Autoplayed: user action: None; ,New Girl: Season 4: Shark (Episode 12),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:46,00:21:46,NZ (New Zealand)
Cruzer,2020-07-01 08:00:34,00:18:31,Autoplayed: user action: None; ,New Girl: Season 4: LAXmas (Episode 11),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:49,00:21:49,NZ (New Zealand)
Cruzer,2020-07-01 07:33:47,00:20:58,,New Girl: Season 4: Girl Fight (Episode 10),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:48,00:21:48,NZ (New Zealand)
Cruzer,2020-06-30 09:10:24,00:02:59,,Friends: Season 1: The One with the Two Parts: Part 2 (Episode 17),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:03:55,Not latest view,NZ (New Zealand)
Cruzer,2020-06-30 08:47:39,00:22:42,Autoplayed: user action: None; ,Friends: Season 1: The One with the Two Parts: Part 1 (Episode 16),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:22:43,Not latest view,NZ (New Zealand)
Cruzer,2020-06-30 08:32:05,00:13:11,,Friends: Season 1: The One with the Stoned Guy (Episode 15),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:22:42,Not latest view,NZ (New Zealand)
Cruzer,2020-06-30 08:28:44,00:03:11,,Friends: Season 1: The One with the Stoned Guy (Episode 15),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:09:12,Not latest view,NZ (New Zealand)
Cruzer,2020-06-30 08:09:55,00:05:20,,Friends: Season 1: The One with the Stoned Guy (Episode 15),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:06:01,Not latest view,NZ (New Zealand)
Cruzer,2020-06-30 07:48:09,00:19:41,,New Girl: Season 4: Thanksgiving IV (Episode 9),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:30,00:21:30,NZ (New Zealand)
Cruzer,2020-06-29 08:35:20,00:21:42,Autoplayed: user action: None; ,New Girl: Season 4: Teachers (Episode 8),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:42,00:21:42,NZ (New Zealand)
Cruzer,2020-06-29 07:45:45,00:17:28,Autoplayed: user action: None; ,New Girl: Season 4: Goldmine (Episode 7),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:48,00:21:48,NZ (New Zealand)
Cruzer,2020-06-29 07:34:48,00:10:21,,New Girl: Season 4: Background Check (Episode 6),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:29,00:21:29,NZ (New Zealand)
Cruzer,2020-06-28 06:27:21,00:21:39,Autoplayed: user action: None; ,New Girl: Season 4: Landline (Episode 5),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:39,00:21:39,NZ (New Zealand)
Cruzer,2020-06-28 06:09:18,00:17:28,,New Girl: Season 4: Micro (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:01,00:22:01,NZ (New Zealand)
Cruzer,2020-06-28 05:26:14,00:04:10,Autoplayed: user action: None; ,New Girl: Season 4: Micro (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:04:10,Not latest view,NZ (New Zealand)
Cruzer,2020-06-28 05:15:40,00:10:25,,New Girl: Season 4: Julie Berkman's Older Sister (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:03,00:22:03,NZ (New Zealand)
Cruzer,2020-06-27 21:16:51,00:02:59,,The Big Bang Theory: Season 1: The Grasshopper Experiment (Episode 8),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:18:58,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 21:03:53,00:09:59,,The Big Bang Theory: Season 1: The Grasshopper Experiment (Episode 8),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:15:59,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 20:45:29,00:05:59,Autoplayed: user action: None; ,The Big Bang Theory: Season 1: The Grasshopper Experiment (Episode 8),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:06:00,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 20:36:02,00:09:20,,The Big Bang Theory: Season 1: The Dumpling Paradox (Episode 7),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:20:46,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 20:20:45,00:01:59,,The Big Bang Theory: Season 1: The Dumpling Paradox (Episode 7),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:11:26,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 20:07:17,00:09:07,Autoplayed: user action: None; ,The Big Bang Theory: Season 1: The Dumpling Paradox (Episode 7),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:09:27,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 19:47:24,00:19:44,Autoplayed: user action: None; ,The Big Bang Theory: Season 1: The Middle Earth Paradigm (Episode 6),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:20:34,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 19:27:37,00:19:43,Autoplayed: user action: None; ,The Big Bang Theory: Season 1: The Hamburger Postulate (Episode 5),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:19:44,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 19:17:15,00:10:20,,The Big Bang Theory: Season 1: The Luminous Fish Effect (Episode 4),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:20:14,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 06:32:05,00:06:47,,The Big Bang Theory: Season 1: The Luminous Fish Effect (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:09:54,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 03:12:33,00:05:08,,Friends: Season 1: The One with the Candy Hearts (Episode 14),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:42,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 02:54:19,00:17:39,,Friends: Season 1: The One with the Candy Hearts (Episode 14),,HiSilicon HiMediaDishSV10 Set Top Box,00:17:39,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 02:30:40,00:22:41,,Friends: Season 1: The One with the Boobies (Episode 13),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:41,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 02:16:03,00:10:34,Autoplayed: user action: Unspecified; ,New Girl: Season 4: Julie Berkman's Older Sister (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:10:34,Not latest view,NZ (New Zealand)
Cruzer,2020-06-27 01:53:45,00:21:56,Autoplayed: user action: Unspecified; ,New Girl: Season 4: Dice (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:00,00:22:00,NZ (New Zealand)
Cruzer,2020-06-27 01:32:16,00:21:16,Autoplayed: user action: Unspecified; ,New Girl: Season 4: The Last Wedding (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:01,00:22:01,NZ (New Zealand)
Cruzer,2020-06-27 01:15:38,00:12:04,,New Girl: Season 3: Cruise (Episode 23),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:52,00:21:52,NZ (New Zealand)
Cruzer,2020-06-27 00:29:31,00:33:14,Autoplayed: user action: None; ,Floor Is Lava: Season 1: The Bedroom: Level 1 (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:33:24,00:33:24,NZ (New Zealand)
Cruzer,2020-06-27 00:15:10,00:11:58,,Floor Is Lava: Season 1: The Basement: Level 1 (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:36:46,00:36:46,NZ (New Zealand)
Cruzer,2020-06-26 21:18:18,00:08:10,,New Girl: Season 3: Cruise (Episode 23),,HiSilicon HiMediaDishSV10 Set Top Box,00:09:51,Not latest view,NZ (New Zealand)
Cruzer,2020-06-26 21:17:46,00:00:18,,New Girl: Season 3: Cruise (Episode 23),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:07,Not latest view,NZ (New Zealand)
Cruzer,2020-06-26 20:38:49,00:03:03,Autoplayed: user action: None; ,The Big Bang Theory: Season 1: The Luminous Fish Effect (Episode 4),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:03:03,Not latest view,NZ (New Zealand)
Cruzer,2020-06-26 20:20:19,00:18:22,,The Big Bang Theory: Season 1: The Fuzzy Boots Corollary (Episode 3),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:42,Not latest view,NZ (New Zealand)
Cruzer,2020-06-26 19:53:12,00:15:27,Autoplayed: user action: None; ,The Big Bang Theory: Season 1: The Big Bran Hypothesis (Episode 2),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:20:50,Not latest view,NZ (New Zealand)
Cruzer,2020-06-26 19:27:02,00:05:12,,The Big Bang Theory: Season 1: Pilot (Episode 1),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:22:25,Not latest view,NZ (New Zealand)
Cruzer,2020-06-26 08:51:07,00:16:38,Autoplayed: user action: None; ,New Girl: Season 3: Cruise (Episode 23),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:16:38,Not latest view,NZ (New Zealand)
Cruzer,2020-06-26 08:26:56,00:22:53,Autoplayed: user action: None; ,New Girl: Season 3: Dance (Episode 22),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:43,00:21:43,NZ (New Zealand)
Cruzer,2020-06-26 08:05:39,00:20:41,,New Girl: Season 3: Big News (Episode 21),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:46,00:21:46,NZ (New Zealand)
Cruzer,2020-06-25 08:49:24,00:22:12,Autoplayed: user action: None; ,Friends: Season 1: The One with the Dozen Lasagnas (Episode 12),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:22:13,Not latest view,NZ (New Zealand)
Cruzer,2020-06-25 08:30:32,00:18:40,,Friends: Season 1: The One with Mrs. Bing (Episode 11),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:22:41,Not latest view,NZ (New Zealand)
Cruzer,2020-06-25 07:59:20,00:21:39,,New Girl: Season 3: Mars Landing (Episode 20),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:39,00:21:39,NZ (New Zealand)
Cruzer,2020-06-25 07:37:04,00:21:51,Autoplayed: user action: None; ,New Girl: Season 3: Fired Up (Episode 19),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:51,00:21:51,NZ (New Zealand)
Cruzer,2020-06-25 07:15:30,00:21:13,Autoplayed: user action: Unspecified; ,New Girl: Season 3: Sister III (Episode 18),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:52,00:21:52,NZ (New Zealand)
Cruzer,2020-06-25 07:11:43,00:03:35,,New Girl: Season 3: Sister II (Episode 17),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:53,00:21:53,NZ (New Zealand)
Cruzer,2020-06-25 06:47:26,00:18:55,,Floor Is Lava: Season 1: The Basement: Level 1 (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:25:56,Not latest view,NZ (New Zealand)
Cruzer,2020-06-25 06:06:28,00:07:02,,Floor Is Lava: Season 1: The Basement: Level 1 (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:07:02,Not latest view,NZ (New Zealand)
Cruzer,2020-06-25 04:32:04,01:28:10,,Smallfoot,,HiSilicon HiMediaDishSV10 Set Top Box,01:28:10,01:28:10,NZ (New Zealand)
Cruzer,2020-06-25 04:28:24,00:02:01,Autoplayed: user action: None; ,Friends: Season 1: The One with Mrs. Bing (Episode 11),,HiSilicon HiMediaDishSV10 Set Top Box,00:02:01,Not latest view,NZ (New Zealand)
Cruzer,2020-06-25 04:11:11,00:16:52,,Friends: Season 1: The One with the Monkey (Episode 10),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:41,Not latest view,NZ (New Zealand)
Cruzer,2020-06-25 02:07:26,00:19:21,Autoplayed: user action: None; ,New Girl: Season 3: Sister II (Episode 17),,HiSilicon HiMediaDishSV10 Set Top Box,00:19:21,Not latest view,NZ (New Zealand)
Cruzer,2020-06-25 01:45:23,00:21:54,Autoplayed: user action: None; ,New Girl: Season 3: Sister (Episode 16),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:54,00:21:54,NZ (New Zealand)
Cruzer,2020-06-25 01:23:21,00:21:52,,New Girl: Season 3: Exes (Episode 15),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:52,00:21:52,NZ (New Zealand)
Cruzer,2020-06-24 23:42:31,00:00:22,Autoplayed: user action: None; ,New Girl: Season 3: Exes (Episode 15),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:22,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 23:16:31,00:21:52,Autoplayed: user action: Unspecified; ,New Girl: Season 3: Prince (Episode 14),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:52,00:21:52,NZ (New Zealand)
Cruzer,2020-06-24 22:54:09,00:20:52,,New Girl: Season 3: Birthday (Episode 13),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:54,00:21:54,NZ (New Zealand)
Cruzer,2020-06-24 22:24:50,00:27:42,,Garth Brooks: The Road I’m On: Season 1: Episode 2,,HiSilicon HiMediaDishSV10 Set Top Box,01:25:41,01:25:41,NZ (New Zealand)
Cruzer,2020-06-24 21:19:35,01:02:11,Autoplayed: user action: None; ,Garth Brooks: The Road I’m On: Season 1: Episode 2,,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:57:59,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 20:37:30,00:36:12,,Garth Brooks: The Road I’m On: Season 1: Episode 1,,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,01:25:43,01:25:43,NZ (New Zealand)
Cruzer,2020-06-24 19:41:59,00:53:17,,Garth Brooks: The Road I’m On: Season 1: Episode 1,,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:51:23,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 19:37:30,00:04:04,,Friends: Season 1: The One with the Monkey (Episode 10),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:05:55,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 19:29:47,00:00:06,,Someone Great,,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,01:29:06,01:29:06,NZ (New Zealand)
Cruzer,2020-06-24 09:44:40,00:21:27,Autoplayed: user action: None; ,New Girl: Season 3: Basketsball (Episode 12),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:42,00:21:42,NZ (New Zealand)
Cruzer,2020-06-24 09:03:13,00:21:43,Autoplayed: user action: None; ,New Girl: Season 3: Clavado En Un Bar (Episode 11),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:43,00:21:43,NZ (New Zealand)
Cruzer,2020-06-24 08:39:15,00:21:43,Autoplayed: user action: None; ,New Girl: Season 3: Thanksgiving III (Episode 10),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:43,00:21:43,NZ (New Zealand)
Cruzer,2020-06-24 08:29:59,00:09:11,,New Girl: Season 3: Longest Night Ever (Episode 9),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:50,00:21:50,NZ (New Zealand)
Cruzer,2020-06-24 08:15:41,00:11:49,,New Girl: Season 3: Longest Night Ever (Episode 9),,HiSilicon HiMediaDishSV10 Set Top Box,00:11:49,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 06:43:29,00:21:20,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 12: The Stockholm Syndrome (Episode 24),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:38,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 06:25:45,00:17:40,,The Big Bang Theory: Season 12: The Change Constant (Episode 23),,HiSilicon HiMediaDishSV10 Set Top Box,00:19:39,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 06:21:17,00:02:57,,The Big Bang Theory: Season 12: The Change Constant (Episode 23),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:02:57,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 06:01:28,00:19:48,Autoplayed: user action: None; ,The Big Bang Theory: Season 12: The Maternal Conclusion (Episode 22),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:19:58,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 06:01:17,00:00:03,,The Big Bang Theory: Season 12: The Plagiarism Schism (Episode 21),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:19:44,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 05:55:24,00:02:53,,The Big Bang Theory: Season 12: The Decision Reverberation (Episode 20),,HiSilicon HiMediaDishSV10 Set Top Box,00:18:21,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 05:30:04,00:23:53,Autoplayed: user action: Unspecified; ,Mr. Iglesias: Part 2: Generation Why (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:24:18,00:24:18,NZ (New Zealand)
Cruzer,2020-06-24 05:05:46,00:24:14,,Mr. Iglesias: Part 2: Party of One (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:27:55,00:27:55,NZ (New Zealand)
Cruzer,2020-06-24 04:42:30,00:22:41,Autoplayed: user action: None; ,Friends: Season 1: The One Where Underdog Gets Away (Episode 9),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:41,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 04:19:31,00:22:40,Autoplayed: user action: None; ,Friends: Season 1: The One Where Nana Dies Twice (Episode 8),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:40,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 04:00:23,00:18:19,,Friends: Season 1: The One with the Blackout (Episode 7),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:29,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 03:44:52,00:03:45,Autoplayed: user action: Unspecified; ,Friends: Season 1: The One with the Blackout (Episode 7),,HiSilicon HiMediaDishSV10 Set Top Box,00:04:12,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 03:24:27,00:19:58,,Friends: Season 1: The One with the Butt (Episode 6),,HiSilicon HiMediaDishSV10 Set Top Box,00:20:41,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 03:22:50,00:01:29,Autoplayed: user action: None; ,New Girl: Season 3: Longest Night Ever (Episode 9),,HiSilicon HiMediaDishSV10 Set Top Box,00:01:29,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 03:00:50,00:21:55,Autoplayed: user action: None; ,New Girl: Season 3: Menus (Episode 8),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:55,00:21:55,NZ (New Zealand)
Cruzer,2020-06-24 02:44:46,00:15:19,Autoplayed: user action: Unspecified; ,New Girl: Season 3: Coach (Episode 7),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:52,00:21:52,NZ (New Zealand)
Cruzer,2020-06-24 02:23:12,00:20:51,Autoplayed: user action: Unspecified; ,New Girl: Season 3: Keaton (Episode 6),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:52,00:21:52,NZ (New Zealand)
Cruzer,2020-06-24 02:18:21,00:04:23,,New Girl: Season 3: The Box (Episode 5),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:54,00:21:54,NZ (New Zealand)
Cruzer,2020-06-24 02:09:00,00:08:52,,New Girl: Season 3: The Box (Episode 5),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:15:18,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 02:06:34,00:01:43,,New Girl: Season 3: The Box (Episode 5),,HiSilicon HiMediaDishSV10 Set Top Box,00:01:43,Not latest view,NZ (New Zealand)
Cruzer,2020-06-24 01:11:54,00:52:25,,Rough Night,,HiSilicon HiMediaDishSV10 Set Top Box,01:34:31,01:34:31,NZ (New Zealand)
Cruzer,2020-06-23 22:03:39,00:15:13,Autoplayed: user action: None; ,The Big Bang Theory: Season 12: The Decision Reverberation (Episode 20),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:15:33,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 21:44:41,00:18:56,Autoplayed: user action: None; ,The Big Bang Theory: Season 12: The Inspiration Deprivation (Episode 19),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:19:46,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 21:44:16,00:00:18,,The Big Bang Theory: Season 12: The Laureate Accumulation (Episode 18),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:21:19,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 21:04:59,00:05:20,,Someone Great,,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,01:15:00,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 20:46:47,00:17:09,Autoplayed: user action: None; ,The Big Bang Theory: Season 12: The Conference Valuation (Episode 17),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:19:04,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 20:27:15,00:19:29,Autoplayed: user action: None; ,The Big Bang Theory: Season 12: The D & D Vortex (Episode 16),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:19:30,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 20:06:22,00:18:24,,The Big Bang Theory: Season 12: The Donation Oscillation (Episode 15),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:20:36,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 09:00:11,00:21:39,,Friends: Season 1: The One with the East German Laundry Detergent (Episode 5),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:22:32,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 07:11:43,00:01:47,Autoplayed: user action: None; ,The Big Bang Theory: Season 12: The Donation Oscillation (Episode 15),,HiSilicon HiMediaDishSV10 Set Top Box,00:02:08,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 06:52:41,00:18:59,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 12: The Meteorite Manifestation (Episode 14),,HiSilicon HiMediaDishSV10 Set Top Box,00:19:16,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 06:43:05,00:09:05,,The Big Bang Theory: Season 12: The Confirmation Polarization (Episode 13),,HiSilicon HiMediaDishSV10 Set Top Box,00:19:59,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 05:46:58,00:07:40,Autoplayed: user action: Unspecified; ,The Big Bang Theory: Season 12: The Confirmation Polarization (Episode 13),,HiSilicon HiMediaDishSV10 Set Top Box,00:07:59,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 05:32:59,00:13:57,,The Big Bang Theory: Season 12: The Propagation Proposition (Episode 12),,HiSilicon HiMediaDishSV10 Set Top Box,00:19:41,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 02:14:30,00:00:04,Autoplayed: user action: None; ,New Girl: Season 3: The Box (Episode 5),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:04,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 01:53:59,00:19:07,Autoplayed: user action: Unspecified; ,New Girl: Season 3: The Captain (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:52,00:21:52,NZ (New Zealand)
Cruzer,2020-06-23 01:35:23,00:18:09,Autoplayed: user action: Unspecified; ,New Girl: Season 3: Double Date (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:52,00:21:52,NZ (New Zealand)
Cruzer,2020-06-23 01:21:23,00:13:23,,New Girl: Season 3: Nerd (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:52,00:21:52,NZ (New Zealand)
Cruzer,2020-06-23 00:57:36,00:22:41,Autoplayed: user action: None; ,Friends: Season 1: The One with George Stephanopoulos (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:41,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 00:34:32,00:22:46,Autoplayed: user action: None; ,Friends: Season 1: The One with the Thumb (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:46,Not latest view,NZ (New Zealand)
Cruzer,2020-06-23 00:12:38,00:21:31,Autoplayed: user action: Unspecified; ,Friends: Season 1: The One with the Sonogram at the End (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:46,Not latest view,NZ (New Zealand)
Cruzer,2020-06-22 23:50:13,00:22:02,,Friends: Season 1: The One Where Monica Gets a Roommate (Pilot) (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:43,Not latest view,NZ (New Zealand)
Cruzer,2020-06-22 23:07:29,00:41:36,,Queer Eye: Season 1: Saving Sasquatch (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:44:12,00:44:12,NZ (New Zealand)
